name,slug,species,description,genetic_cultivation_description,references,hero_image_attribution,lab_data_attribution,thc_min,thc_max,cbd_min,cbd_max,featured_position,featured,avatar_image_url,hero_image_url,aliases,effects,flavors,effects_cleaned,flavors_cleaned,Ammonia,Apple,Apricot,Berry,Blue Cheese,Blueberry,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Mint,Nutty,Orange,Pepper,Pine,Pineapple,Plum,Pungent,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree Fruit,Tropical,Vanilla,Woody,Aroused,Creative,Energetic,Euphoric,Focused,Giggly,Happy,Hungry,Relaxed,Sleepy,Talkative,Tingly,Uplifted
Blood Orange,blood-orange,hybrid,"Blood Orange stays true to its name with its sweet and citrusy aromas as a product of its Cali Orange and Appalachia origins. Seedbank Bodhi Seeds describes Blood Orange as a clone-only, limited edition strain.",Blood Orange is a medium-sized plant that can be cultivated indoors and outdoors. The cultivar requires a flowering time of approximately nine weeks. Outdoor cultivators can expect to harvest Blood Orange in mid-October.,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '59421d5b-91e7-45ac-843a-551975f0ac6f', 'type': 'tag', 'name': 'Uplifted'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}]","[{'id': '725787f5-ef95-4a71-9c39-cb5a345ff318', 'type': 'tag', 'name': 'Berry'}, {'id': 'b612923d-d473-4fe6-84af-9c1bc435e957', 'type': 'tag', 'name': 'Blueberry'}, {'id': '15eaa9a0-5b9d-485a-bea3-c55b0705e693', 'type': 'tag', 'name': 'Apple'}]","['Happy', 'Uplifted', 'Euphoric']","['Berry', 'Blueberry', 'Apple']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Blue Alien,blue-alien,hybrid,"Blue Alien originates from the gardens of Green Beanz Seeds as a combination of DJ Short's Blueberry and an F2 phenotype of Alien Kush. Blue Alien boasts candy-fruit aromas with a distinctly sweet, grape flavor.  Online sources suggest the strain clocks in around 21% THC with euphoric, relaxing effects characteristic.","Blue Alien flowers quickly in 7-9 weeks inside and in mid-October outdoors. The plant forms bushy leaves and branches which may require regular pruning, but its sturdy structure and resilience to pests and diseases make Blue Alien a good choice for beginners. At maturity, the cultivar produces dense, forest-colored nugs with sparkling white trichomes.",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}]","[{'id': 'b612923d-d473-4fe6-84af-9c1bc435e957', 'type': 'tag', 'name': 'Blueberry'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': '8400b621-0d95-44e9-a03f-558e6af42555', 'type': 'tag', 'name': 'Pepper'}]","['Relaxed', 'Sleepy', 'Euphoric']","['Blueberry', 'Earthy', 'Pepper']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Blueberry Cheesecake,blueberry-cheesecake,hybrid,"Blueberry Cheese, or Blueberry Cheesecake, got its start when Netherlands-based Zambeza Seeds crossed a Blueberry cultivar with pollen from White Cheese. Some online sources suspect that Blueberry Cheesecake is a phenotype of Blueberry Cheese, while others argue it is the same cultivar. Blueberry’s Thai genetics combine with White Cheese’s Super Skunk and Afghani heritage to create the distinct Blueberry flavor and aroma along with the skunky essence of White Cheese. 

Growers of all experience levels can get Blueberry Cheese to flourish either indoors or outdoors, though the plant does best in a semi-humid climate. Some growers recommend topping Blueberry Cheese to control its height, as the cultivar’s Sativa characteristics reveal themselves in its towering stature. Blueberry Cheese typically flowers in 9 weeks, producing compact, bright green flowers.",,Zambeza Seeds,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/032/avatar/original/1563217349-171103_12438_Blueberry_Cheesecake_1.jpg,https://images.weedmaps.com/strains/000/000/032/hero/original/1585963250-Blueberry-Cheesecake_SS.jpg,[],"[{'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}, {'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}]","[{'id': 'b612923d-d473-4fe6-84af-9c1bc435e957', 'type': 'tag', 'name': 'Blueberry'}, {'id': '3a810517-86b4-4534-9e24-0f6d8d0ba6c0', 'type': 'tag', 'name': 'Blue Cheese'}, {'id': '86bf2bdb-50ae-4c2e-ac4a-24410f478763', 'type': 'tag', 'name': 'Cheese'}]","['Creative', 'Energetic', 'Focused']","['Blueberry', 'Blue Cheese', 'Cheese']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Blueberry Headband,blueberry-headband,hybrid,"Blueberry Headband is a strain name used by two different breeders, each of which boasts a different lineage. 

Blueberry Headband by Humboldt Seed Organization
Humboldt Seed Organization’s Blueberry Headband is a cross of Blueberry and 707 Headband. 

According to Humboldt Seeds, the strain is an Indica-leaning hybrid that grows very tall and produces high yields of red-and-purple-hued buds with fruity, spicy flavors in a 65-to-75-day flowering period. The breeder claims that this strain produces both cerebral and body-high effects that are long-lasting. 

Growable either indoors or outdoors, Blueberry Headband plants tend to grow as tall as 3 meters, or nearly 10 feet, and if grown indoors, its height may need to be controlled. Indoor harvests yield anywhere between 450 to 600 grams per square meter, while outdoor cultivation can yield 1 to 4 kilograms, or 2.2 to 8.8 pounds, per plant during a mid-October harvest in the Northern Hemisphere. 

Emerald Triangle Seeds Blueberry Headband
The Blueberry Headband strain from Emerald Triangle Seeds in Northern California is a distinct combination of ’76 Blueberry, Emerald OG, Cali Sour D, and Pre ’98 Bubba Kush. Upon consumption, this particular Blueberry Headband cultivar is said to carry a flavor of berry, diesel, and pepper.

According to Emerald Triangle Seeds, the strain grows tall and produces high yields of large, elongated, tightly clustered buds in a 63-day flowering period. Known to grow vigorously during the vegetative cycle, Blueberry Headband is said to produce long, beefy colas. The breeder also reports that Blueberry Headband is resistant to mold and mildew.",,"Humboldt Seed Organization, Emerald Triangle Seeds",,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/639/avatar/original/1565122766-180222F_46814_Blueberry_Headband_1.jpg,https://images.weedmaps.com/strains/000/000/639/hero/original/1565122766-180222F_46814_Blueberry_Headband_1.jpg,['Blue Headband'],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '59421d5b-91e7-45ac-843a-551975f0ac6f', 'type': 'tag', 'name': 'Uplifted'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}]","[{'id': '725787f5-ef95-4a71-9c39-cb5a345ff318', 'type': 'tag', 'name': 'Berry'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}, {'id': '8400b621-0d95-44e9-a03f-558e6af42555', 'type': 'tag', 'name': 'Pepper'}]","['Relaxed', 'Uplifted', 'Euphoric']","['Berry', 'Flowery', 'Pepper']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Blueberry Muffin,blueberry-muffin,hybrid,"Humboldt Seed Co. calls this one of its Signature Strains, saying growers created it by crossing Purple Panty Droppers with Razzleberry. Blueberry Muffin’s purplish buds smell like the fresh baked goods they’re named for and deliver 20% THC and 0.05% CBD, according to the breeder.

With its indica heritage the strain grows quickly indoors or outdoors and flowers in about six weeks, producing high yields, according to Humboldt. The breeder also says Blueberry Muffin tends to produce uplifting effects.",,Humboldt Seed Co.,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/804/avatar/original/1567201259-180112_46673_Blueberry_Muffin_1.jpg,https://images.weedmaps.com/strains/000/000/804/hero/original/1583431934-BlueberryMuffin_Strain_BR.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}]","[{'id': 'b612923d-d473-4fe6-84af-9c1bc435e957', 'type': 'tag', 'name': 'Blueberry'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]","['Relaxed', 'Creative', 'Focused']","['Blueberry', 'Earthy', 'Flowery']",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Blue Cheese,blue-cheese,hybrid,"The team at Big Buddha Seeds was the first to cultivate Blue Cheese. The breeders had perfected a phenotype of the UK-born Cheese and decided to cross a female with another Blueberry x Big Buddha Cheese hybrid male. Thus, Blue Cheese gained its name more for its heritage than its aroma or taste. Consumers report Blue Cheese as a fruity flower that produces a euphoric, yet level-headed experience.

According to the breeders, Blue Cheese flowers in eight to 10 weeks when indoors and near the end of October in the Northern Hemisphere when cultivated outdoors. Blue Cheese is highly fragrant and resistant to mold and mildew, so long as it's kept in slightly cooler environments.",,Big Buddha Seeds,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/026/avatar/original/1563819849-180226F_40400_Blue_Cheese_1.jpg,https://images.weedmaps.com/strains/000/000/026/hero/original/1585593600-blue_cheese_opt_1.png,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}]","[{'id': '725787f5-ef95-4a71-9c39-cb5a345ff318', 'type': 'tag', 'name': 'Berry'}, {'id': '3a810517-86b4-4534-9e24-0f6d8d0ba6c0', 'type': 'tag', 'name': 'Blue Cheese'}, {'id': '86bf2bdb-50ae-4c2e-ac4a-24410f478763', 'type': 'tag', 'name': 'Cheese'}]","['Relaxed', 'Happy', 'Euphoric']","['Berry', 'Blue Cheese', 'Cheese']",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Blue Cookies,blue-cookies,hybrid,"Blue Cookies is an indica-dominant hybrid that originated from a cross between Blueberry and Girl Scout Cookies (GSC). Known for its high potency, Blue Cookies has a high THC content of around 28%, making it popular among veteran cannabis consumers. 

The flower has a sweet and fruity aroma and has been reported to taste like blueberries and citrus. It’s been reported to give a head high initially, followed by a relaxing body high. It’s also recommended that beginner cannabis users tread lightly with this strain, due to its intense high and sedative effects.","Blue Cookies is best grown indoors or in a greenhouse, but can also thrive outdoors in the right conditions. It can grow up to 5 feet and will typically flower between 56 and 63 days, yielding around 1 pound.",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': 'd4aab54e-1407-4b4c-bc1a-13b6c01dbe62', 'type': 'tag', 'name': 'Tingly'}]","[{'id': 'b612923d-d473-4fe6-84af-9c1bc435e957', 'type': 'tag', 'name': 'Blueberry'}, {'id': '8400b621-0d95-44e9-a03f-558e6af42555', 'type': 'tag', 'name': 'Pepper'}, {'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}]","['Sleepy', 'Euphoric', 'Tingly']","['Blueberry', 'Pepper', 'Sweet']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Blue Dream,blue-dream,hybrid,"Blue Dream is a popular strain with various sources of origin. Below are several anecdotes about the strain's inception. 

Origin 1
The clone-only version of Blue Dream is a Sativa-dominant hybrid that was first cultivated in Northern California. A cross of DJ Short’s Blueberry F5 strain and Santa Cruz Haze, Blue Dream produces several noteworthy phenotypes and is known to produce varied phenotypes with heavy yields.

Origin 2 
Blue Dream by Mystic Seeds is an Indica-dominant cross of DJ Short’s Blueberry strain crossed with a powerful OG Kush from Los Angeles. 

Origin 3
A new Blue Dream by DJ Short was reportedly recently created and branded as Azure Haze, after crossing a Silver Haze mother and a Blueberry F4 father. 

Origin 4
Blue Dream by Humboldt Seed Organization is a Sativa-dominant strain derived from feminized seeds. Created from a cross of Blueberry and Super Silver Haze (SSH), this version of Blue Dream is suitable for cultivating indoors or in a greenhouse.","Origin 1
When cultivated outdoors, Blue Dream hits full maturation by late October in the Northern Hemisphere, late April in the Southern Hemisphere. The strain thrives when grown indoors in a hydroponic environment and finishes flowering about 8 to 10 weeks after the 12/12 light cycle switch, according to Dark Heart Nursery. For a more robust flavor profile, many growers choose to cultivate this strain in soil with organic nutrients.

Origin 2
This version of Blue Dream is known for producing a short, dark-green plant that grows slowly in the vegetative phase and produces modest yields. Due to the Kush influence, this variety is an early-stretching plant that takes on more Indica qualities when flowering and finishes with chunky, pungent blue-hued flowers. This version of Blue Dream is considered to be a good commercial strain that’s highly resistant to mold and pests. 

Origin 3
DJ Short’s version of Blue Dream grows relatively slow during the vegetation cycle and stretches dramatically once the flower cycle begins. Training these plants via the Sea of Green or Screen of Green technique helps to maximize yield. DJ Short’s Blue Dream strain produces dense, rounded flowers that create an above-average yield.

Origin 4
The strain’s growth pattern is slender with narrow fan leaves. The light green calyxes turn golden near harvest time and typically produce swollen teardrop-shaped colas that outproduce other versions of this strain. 

Humboldt Seeds also offers an autoflowering version of Blue Dream that’s ready for harvest about 11 weeks after planting. The autoflowering Blue Dream strain produces a short,  bushy plant that produces long side-branches with wide internodal spacing. From seed to smoke, Blue Dream Auto is typically ready for harvest within 75 days of germination. Featuring a rich Blueberry Haze flavor, this auto hybrid is zesty enough to entice skilled growers and simple enough for novice cultivators to gain their first taste of success. 
","Humboldt Seeds, Mystic Seeds, Dark Heart Nursery, DJ Short ",,,15.0,27.0,0.0,2.0,3.0,True,https://images.weedmaps.com/strains/000/000/029/avatar/original/1549404307-180102_36425_BlueDream_1.jpg,https://images.weedmaps.com/strains/000/000/029/hero/original/1582219727-Blue-Dream_DL.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '59421d5b-91e7-45ac-843a-551975f0ac6f', 'type': 'tag', 'name': 'Uplifted'}]","[{'id': '725787f5-ef95-4a71-9c39-cb5a345ff318', 'type': 'tag', 'name': 'Berry'}, {'id': 'b612923d-d473-4fe6-84af-9c1bc435e957', 'type': 'tag', 'name': 'Blueberry'}, {'id': 'da04d5f5-0601-4ebc-a2ef-cd23a944c537', 'type': 'tag', 'name': 'Ammonia'}]","['Relaxed', 'Happy', 'Uplifted']","['Berry', 'Blueberry', 'Ammonia']",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Blue Frost,blue-frost,hybrid,"Blue Frost was created by the United Kingdom-based breeder Goldenseed, supposedly crossing Jack Frost and Blue Monster, according to several sources. The strain is said to have  trichome-covered buds, giving it a frozen blue appearance from which its name likely stems and carrying what is described as an earthy, sweet, fruity, and floral flavor profile.

Growers online claim that Blue Frost is a hardy plant that is easy to grow, doing best outdoors in a sunny, semi-humid climate. Exposure to cooler temperatures late during the nine-to-11-week flowering cycle will bring out the signature icy blue colors.

Breeder Medicine Man Seeds has a strain it calls Blue Frost, but it has different parents and doesn’t seem to be as well-known as Goldenseed’s version. Its variety is said to be a cross of Platinum Cookies, Grand Daddy Purple, and Blueberry Diesel, creating an indica-leaning strain that also takes on a blueish-purple color and emits a pungent aroma. ",,Goldenseed,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/883/avatar/original/1568158327-171227F_47003_BlueFrost.jpg,https://images.weedmaps.com/strains/000/000/883/hero/original/1568158327-171227F_47003_BlueFrost.jpg,[],"[{'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}]","[{'id': '725787f5-ef95-4a71-9c39-cb5a345ff318', 'type': 'tag', 'name': 'Berry'}, {'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]","['Creative', 'Euphoric', 'Focused']","['Berry', 'Citrus', 'Flowery']",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Blue Haze,blue-haze,hybrid,"As noted by its name, Blue Haze is a mix of Blueberry and some form of Haze. Also known as Blueberry Haze, the strain’s exact Haze lineage differs depending on who you ask, some claim that Blue Haze’s parent in Amnesia Haze while other believe its Super Silver Haze. Considering the popularity of both Blueberry and Haze, it’s not surprising that multiple breeders have conjured up their own Blue Haze.

One proclaimed breeder of Blue Haze, Zatvio Seeds, claims that its strain has a sweet, fruity flavor and aroma, along with THC levels of about 20%. Zatvio’s Blue Haze is a sativa-leaning hybrid that grows tall with a slender stature, and is said to produce purple-blue buds drenched in resin in a nine-to-10-week flowering cycle.

Another breeder of Blue Haze is Homegrown Fantaseeds, which won first place for sativa at the 2001 High Times’ Cannabis Cup in Amsterdam with its Blueberry and Haze blend.

This award-winning indica-leaning strain is reportedly easy to grow and produces a high calyx-to-leaf ratio, yielding dense, musky buds after an eight-to-nine-week flowering cycle. ",,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/920/avatar/original/1569452502-171013F_51705_BlueHaze_1.jpg,https://images.weedmaps.com/strains/000/000/920/hero/original/1569452502-171013F_51705_BlueHaze_1.jpg,[],"[{'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}, {'id': 'd4aab54e-1407-4b4c-bc1a-13b6c01dbe62', 'type': 'tag', 'name': 'Tingly'}, {'id': '59421d5b-91e7-45ac-843a-551975f0ac6f', 'type': 'tag', 'name': 'Uplifted'}]","[{'id': 'd927fcde-b8ff-48d3-995f-c16cbdace3c1', 'type': 'tag', 'name': 'Chemical'}, {'id': 'fef24c0b-58cb-49c1-b491-a3fe7c8ce4fd', 'type': 'tag', 'name': 'Chestnut'}, {'id': 'e5c1d481-0c53-4f89-8354-d8bb71bab322', 'type': 'tag', 'name': 'Diesel'}]","['Energetic', 'Tingly', 'Uplifted']","['Chemical', 'Chestnut', 'Diesel']",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Blue Kush,blue-kush,hybrid,"Blue Kush is a cross of Blueberry and OG Kush. The breeder, Dinafem Seeds, says this strain has 20% THC, dense buds, and the colors of the Blueberry family along with a woodsy citrus aroma.

The balanced hybrid is a heavy producer that’s easy to grow and flowers in about eight weeks  indoors or early October outdoors in the Northern Hemisphere. Dinafem says Blue Kush tends to produce balanced, long-lasting physical relaxation and mental stimulation.",,Dinafem Seeds,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/799/avatar/original/1567200030-180110_7711_BlueKush_1.jpg,https://images.weedmaps.com/strains/000/000/799/hero/original/1567200030-180110_7711_BlueKush_1.jpg,[],"[{'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}, {'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}]","[{'id': '725787f5-ef95-4a71-9c39-cb5a345ff318', 'type': 'tag', 'name': 'Berry'}, {'id': 'b612923d-d473-4fe6-84af-9c1bc435e957', 'type': 'tag', 'name': 'Blueberry'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}]","['Creative', 'Focused', 'Relaxed']","['Berry', 'Blueberry', 'Earthy']",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Blue Magoo,blue-magoo,hybrid,"Blue Magoo is a cross between DJ Short’s Blueberry and William’s Wonder F2, also known as Major League Bud, reportedly created in Oregon sometime in the ’90s, according to seed bank Dutch Seed Shop. Carrying an aroma described as a fusion of berries and floral notes, Blue Magoo is best suited for indoor growing conditions.

Not to be confused with the similarly named strain Blue Goo, Blue Magoo produces dark green, trichome-crusted buds with hints of lavender in a seven-to-eight-week flowering cycle. Blue Magoo reaches an average height and yielding between 500 to 550 grams of flower per square meter, growers should expect zig zag branching and long petioles with this plant.

Several samples of Blue Magoo have been analyzed by the cannabis testing lab Analytical 360, all of which demonstrated THC level between 18% and 22%, along with a terpene profile dominated by alpha-pinene and humulene. ",,Dutch Seed Shop,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/869/avatar/original/1568151479-180216F_22133_BlueMagoo_1.jpg,https://images.weedmaps.com/strains/000/000/869/hero/original/1568151479-180216F_22133_BlueMagoo_1.jpg,[],"[{'id': '532eb8d6-ccfa-4ca8-95f4-4b9386ee9575', 'type': 'tag', 'name': 'Hungry'}, {'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}]","[{'id': '725787f5-ef95-4a71-9c39-cb5a345ff318', 'type': 'tag', 'name': 'Berry'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]","['Hungry', 'Relaxed', 'Sleepy']","['Berry', 'Earthy', 'Flowery']",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Blue Razz,blue-razz,hybrid,"Blue Razz traces its origins to an unknown American breeder. While little information exists about its parent plants, Blue Razz is commonly enjoyed in vapes as an Indica-leaning hybrid. Consumers report this strain features a sweet berry taste and skunky aroma, while others cite its pain-relieving and relaxing properties.",This strain is a perfect choice for beginners. Blue Razz averages a flowering time of 55-60 days and thrives best in soil-sown greenhouse gardens. The plants usually are on the shorter side with higher-than-average yields.,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}, {'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}]","[{'id': '725787f5-ef95-4a71-9c39-cb5a345ff318', 'type': 'tag', 'name': 'Berry'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]","['Happy', 'Creative', 'Relaxed']","['Berry', 'Earthy', 'Flowery']",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
